id	description	exclusionClause	feedbackEmail	lastModified	lastModifiedBy	moduleId	name	namespace	organization	terminology	version	terminologyHandlerKey	terminologyHandlerUrl	workflowPath	stableUUIDs	inactiveLastModified	refeshDescriptionsLastModified
302	"Implementation course training"	NULL	arh@ihtsdo.org	"2021-10-18 14:52:46"	ljones	900000000000445007	"Implementation Course Training"	1000003	IHTSDO	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
303	"(ARCHIVED) Replaced by New Zealand refset Project which is linked to MS AP"	NULL	snomed_ct@moh.govt.nz	"2020-07-09 19:17:52"	tshird	21000210109	"NZ Project"	1000210	"New Zealand Ministry of Health"	SNOMEDCT-NZ	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
351	"Malaysia MoH Project"	NULL	rda@ihtsdo.org	"2020-05-07 22:17:01"	nnordin		"Malaysia MoH Project"	1000003	"MoH, Malaysia"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
401	"Cardiology Refset v1.1"	NULL	drismat@moh.gov.my	"2019-11-28 09:16:40"	isulaiman	900000000000445007	"Cardiology Refset v1.1"	1000003	"MOH Malaysia"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
402	"Anesthesia Project"	NULL	rda@ihtsdo.org	"2019-11-28 09:16:40"	pmccormick	900000000000207008	"Anesthesia Project"	1000003	IHTSDO	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
403	"Project for Sinai Health, Canada"	NULL	info@ihtsdo.org	"2019-11-28 09:16:40"	rdavidson	900000000000207008	"Sinai Health"	1000003	IHTSDO	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
451	"Hong Kong Hospital Authority Project"	NULL	rda@ihtsdo.org	"2019-11-28 09:16:40"	rdavidson	900000000000207008	"Hong Kong Hospital Authority Project"	1000003	IHTSDO	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
452	"Project for NLM"	NULL	rda@ihtsdo.org	"2019-11-28 09:16:40"	rdavidson	900000000000207008	"NLM Project"	1000003	IHTSDO	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
501	"This project is the production area for official SNOMED International maintained translations"	NULL	refset@ihtsdo.org	"2019-11-28 09:16:40"	rdavidson	NULL	"SNOMED International Translation Project"	NULL	IHTSDO	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
551	"Odentogram project"	NULL	rda@ihtsdo.org	"2019-11-28 09:16:40"	jajorgensen	900000000000207008	Odentogram	1000003	IHTSDO	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
552	"Norwegian Project"	NULL	rda@ihtsdo.org	"2021-08-16 14:40:06"	jschofield	0	"Norwegian Project"	1000202	IHTSDO	SNOMEDCT-NO	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
553	"Cardiothoracic Refset 1.0"	NULL	drismat@moh.gov.my	"2019-11-28 09:16:40"	isulaiman	900000000000445007	"Cardiothoracic Refset 1.0"	1000003	"MOH Malaysia"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
601	"for checking FSN"	NULL	NULL	"2019-11-28 09:16:40"	zmnoor	NULL	"CTC Refset mockup"	NULL	NULL	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
651	"HM description"	NULL	rda@ihtsdo.org	"2019-11-28 09:16:40"	rdavidson	900000000000207008	"HM Project"	1000003	IHTSDO	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
652	"SATHI EMR Development Project"	NULL	gogia7@gmail.com	"2019-11-28 09:16:40"	smarchant	0	"SATHI EMR Development Project"	1000189	SATHI	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
751	"Pilottest-konto Inera Contact Hanna"	NULL	NULL	"2019-11-28 09:16:40"	omavadati	45991000052106	Inera(TEST)	1000052	Inera	SNOMEDCT-SE	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
801	"Canada Infoway Project"	NULL	rda@ihtsdo.org	"2019-11-28 09:16:40"	rwood	900000000000207008	"Canada Infoway Project"	1000003	"Canada Infoway"	SNOMEDCT-CA	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
802	"Uses terminology server and MAIN line, not to be used for production release of refsets"	NULL	rda@ihtsdo.org	"2020-09-29 21:25:20"	nmarques	900000000000207008	"SNOMED International WIP Project"	1000003	IHTSDO	SNOMEDCT	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:20.460000"	"2020-09-29 21:25:20.460000"
803	"Belgian Demo project"	NULL	rda@ihtsdo.org	"2020-11-12 16:56:21"	tshird	11000172109	"Belgian Demo project"	1000003	IHTSDO	SNOMEDCT-BE	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
804	"IBM Trial Project"	NULL	meghan.moynihan@us.ibm.com	"2019-11-28 09:16:40"	rdavidson	900000000000207008	"IBM Trial Project"	1000003	IBM	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
851	"CDAC Training Project"	NULL	rda@ihtsdo.org	"2020-11-10 12:21:26"	mmantri		"CDAC Training Project"	1000003	CDAC	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
901	"eHealth Kerala"	NULL	ranichandrau@gmail.com	"2019-11-28 09:16:40"	rchandra		"eHealth Kerala"		"eHealth Kerala"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
951	"Project created for QHR team"	NULL	rda@ihtsdo.org	"2019-11-28 09:16:40"	rdavidson		"QHR roject"		QHR	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
952	"Portuguese Project"	NULL	Anabela.Santos.ext@spms.min-saude.pt	"2019-11-28 09:16:40"	rdavidson		"Portuguese Project"	1000177	SPMS	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
953	"Belgian NRC Project"	NULL	NULL	"2021-03-23 11:02:16"	jschofield	11000172109	"Belgian NRC Project"	1000172	"Belgian NRC"	SNOMEDCT-BE	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1001	"Inera National Refset Project for the Swedish NRC"	NULL	NULL	"2020-09-30 16:38:49"	tshird	45991000052106	"Inera National Refset Project (do not use)"	1000057	"Swedish NRC"	SNOMEDCT-SE	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1052	"DK Project using terminology server"	NULL	cwd@sundhedsdata.dk	"2020-09-29 21:25:22"	nmarques	554471000005108	"DK Project 2018"	1000005	"The Danish Health Data Authority"	SNOMEDCT-DK	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:21.127000"	"2020-09-29 21:25:21.127000"
1101	"DHD project"	NULL	info@snomed.org	"2019-11-28 09:16:40"	rwood	11000146104	"DHD Project"	1000003	DHD	SNOMEDCT-NL	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1151	"New Norwegian Project"	NULL	snomedct@ehelse.no	"2021-08-25 11:04:35"	jschofield	51000202101	"New Norwegian Project"	1000202	Norway	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-08-25 11:04:34.596000"	"2020-09-29 21:25:21.684000"
1201	"Project for jcostello"	NULL	juliancostello@doctors.org.uk	"2019-11-28 09:16:40"	rdavidson	900000000000207008	"Project for jcostello"		"Julian Costello"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1202	"French translation by Phast-Services, cleaned out of any redundant synonyms with the French starter set"	NULL	francois.macary@phast.fr	"2020-02-03 09:30:27"	fmacary	11000188109	PHAST	1000188	PHAST.fr	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1203	"Demo for St Pierre"	NULL	marie-alexandra_lambot@stpierre-bru.be	"2020-11-23 12:42:12"	mlambot		"Demo for St Pierre"	1000233	marie-alexandra_lambot@stpierre-bru.be	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1251	"Project for MKatz"	NULL	zuchman.michal@gmail.com	"2019-11-28 09:16:40"	dshapiro	900000000000207008	"Project for MKatz"	1000003		SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1301	"HMN-lab project"	NULL	snomed@ehelse.no	"2021-08-16 14:42:55"	jschofield	51000202101	"HMN-lab project"	1000202	Norway	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:22.893000"	"2020-09-29 21:25:22.893000"
1302	"Translation project for beta-release"	NULL	snomed@ehelse.no	"2021-08-16 14:43:32"	jschofield	51000202101	"Translation project for beta-release"	1000202	Norway	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:23.277000"	"2020-09-29 21:25:23.277000"
1353	"This is the project to create the AFIS Refsets"	NULL	nrc@hse.ie	"2021-09-20 12:38:31"	tshird	11000220105	"Irish NRC Acute Floor Project"	1000220	HSE	SNOMEDCT-IE	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-09-20 12:38:30.862000"	"2020-09-29 21:25:23.490000"
1354	"RDA Test Project"	NULL	rda@ihtsdo.org	"2020-12-10 12:33:24"	jschofield	900000000000207008	"RDA Test Project"	1000188	IHTSDO	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1401	"Belgian NRC Project using terminology server"	NULL	rda@ihtsdo.org	"2020-11-12 16:58:15"	tshird	900000000000207008	"Belgian NRC Project (TS)"	1000003	IHTSDO	SNOMEDCT-BE	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:23.644000"	"2020-09-29 21:25:23.644000"
1402	"Irish ED Project"	NULL	nrc@hse.ie	"2020-09-30 16:34:34"	tshird	11000220105	"Irish ED Project"	1000220	"HSE Ireland"	SNOMEDCT-IE	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:23.959000"	"2020-09-29 21:25:23.959000"
1451	"Nutrition & Dietetics"	NULL	rda@ihtsdo.org	"2019-11-28 09:16:40"	rdavidson	900000000000207008	"Nutrition & Dietetics"		IHTSDO	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1501	"RKL Health Informatics"	NULL		"2019-11-28 09:16:40"	rdavidson	900000000000207008	"RKL Health Informatics Project"	1000003	"RKL Health Informatics"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1551	"CHR Haute Senne (Soignies)"	NULL	Thierryklein01@gmail.com	"2019-11-28 09:16:40"	tklein	900000000000207008	"CHR Haute Senne Project"	1000003	"CHR Haute Senne (Soignies)"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1601	"Kazakh Project"	NULL		"2021-09-22 22:41:34"	lbird	900000000000207008	"Kazakh Project"	1000003	"Kazakhstan NRC"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1652	"Contém Refsests não categorizáveis"	NULL	NULL	"2020-05-11 12:16:43"	nabreu	NULL	Genérico	NULL	NULL	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1653	"DK Demo Project (Termserver)"	NULL	NULL	"2020-09-30 16:46:56"	nmarques	554471000005108	"DK Demo Project"	1000005	NULL	SNOMEDCT-DK	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-30 16:46:27.487000"	"2020-09-30 16:46:55.719000"
1701	"Project for the Estonian NRC"	NULL	andmekorraldus@tehik.ee	"2021-10-26 06:54:06"	rwood	11000181102	"Estonian NRC Project"	1000181	TEHIK	SNOMEDCT-EE	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	1	"2021-10-08 09:16:20.463000"	"2021-10-26 06:54:05.759000"
1751	"Example subsets for use in the Implementation course"	NULL	NULL	"2019-11-28 09:16:40"	lbird	NULL	"Subset Creation Educational Examples"	NULL	NULL	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1752	"Example refsets for use in the implementation course"	NULL	NULL	"2021-08-06 07:53:55"	jschofield	NULL	"Implementation course examples"	NULL	NULL	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1801	Test	NULL	jmessah@imo-online.com	"2019-11-28 09:16:40"	jmessah		"IMO Test"	NULL	IMO	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1852	"Austrian Demo Project"	NULL	rda@ihtsdo.org	"2021-09-20 17:28:01"	rwood	900000000000207008	"Austrian Demo Project"	1000003	IHTSDO	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1853	"Rory Demo"	NULL	rda@ihtsdo.org	"2019-11-28 09:16:40"	rdavidson	900000000000207008	"Rory Demo"	1000003	IHTSDO	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1854	"A description"	NULL	arh@ihtsdo.org	"2020-04-27 06:56:53"	ahojen	900000000000445007	"Annes demo project"	1000003	IHTSDO	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1901	"Irish NRC Maternal & Newborn Project"	NULL	nrc@hse.ie	"2020-10-15 16:08:30"	tshird	11000220105	"Irish NRC Maternal & Newborn Project"	1000220	"Irish HSE"	SNOMEDCT-IE	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1902	Test	NULL	NULL	"2021-08-16 14:43:56"	jschofield	NULL	"Core problems norway"	NULL	NULL	SNOMEDCT-NO	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1903	"First Data Bank Project"	NULL	NULL	"2020-04-21 10:16:01"	vaparnandi	NULL	"FDB Project"	NULL	"First Data Bank"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
1951	"Implementation Course 2019, Refset Project for module D excecises"	NULL	inesmotegui@gmail.com	"2019-11-28 09:16:40"	iotegui	900000000000445007	"Implementation Course Refset Project"	1000003	"IHTSDO elearning"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
2002	"Norwegian Mapping Project"	NULL	SnomedCT@ehelse.no	"2021-08-16 14:44:29"	jschofield	51000202101	"Norwegian Mapping Project"	1000202	"Norway NRC"	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-04-14 13:20:03.096000"	"2021-04-14 13:22:57.627000"
2003	"Testing space for RefSets"	NULL	NULL	"2020-10-13 13:22:15"	tshird	51000202101	"RefSet Test"	1000202	NULL	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
2051	"Plukklister for sykdom, symptomer/plager, behandlinger osv"	NULL	Eirik.Hafver.Ronjum@ehelse.no	"2021-08-25 09:49:27"	eroenjum	51000202101	"HelseNorge.no plukklister"	1000202	"Direktoratet for e-helse"	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	SNOMED	0	"2021-08-25 09:49:27.424000"	"2020-09-29 21:25:25.927000"
2052	"Testprosjekt for Helsedirektoratets antibiotikaretningslinje"	NULL	kristine@conteir.no	"2021-05-05 11:57:58"	eroenjum	51000202101	"Referansesett for Helsedirektoratet"	1000202	Helsedirektoratet	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	SNOMED	0	"2020-09-29 21:25:26.890000"	"2020-09-29 21:25:26.890000"
2053	"This project is linked directly to the MS Authoring platform and therefore contains unpublished content in the current authoring cycle."	NULL	NULL	"2021-10-20 08:36:58"	cmorris	45991000052106	"Sweden NRC Project"	1000052	"Swedish NRC"	SNOMEDCT-SE	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-10-20 08:36:58.235000"	"2021-09-22 10:09:10.889000"
2101	"New project using Snowowl"	NULL	NULL	"2021-10-25 11:41:43"	dshapiro	45991000052106	"Inera National Refset Project"	1000057	"Swedish NRC"	SNOMEDCT-SE	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-10-25 11:41:42.747000"	"2021-02-22 07:48:58.394000"
2102	"Implementation Course Refset Project Description"	NULL	dmorales@hospisoft.mx	"2020-09-29 21:25:28"	nmarques	900000000000445007	"Implementation Course Refset Project"	1000003	NULL	SNOMEDCT	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	SNOMED	0	"2020-09-29 21:25:28.148000"	"2020-09-29 21:25:28.148000"
2153	"New Project linked to MS Authoring Platform"	NULL	snomed_ct@moh.govt.nz	"2021-07-08 21:18:29"	nmarques	21000210109	"New Zealand Refset Project"	1000210	"New Zealand Ministry of Health"	SNOMEDCT-NZ	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2021-07-08 21:18:28.474000"	"2020-09-29 21:25:28.261000"
2303	"Lithuanian Project"	NULL	martynas@lmb.lt	"2020-03-05 17:56:06"	rdavidson	900000000000207008	"Lithuanian Project"	1000092	"LITHUANIAN LIBRARY OF MEDICINE"	SNOMEDCT	NULL	PUBLIC-BROWSER	https://prod-browser.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	NULL	NULL
2453	"To be deleted"	NULL	eirik@conteir.no	"2021-08-16 14:45:18"	jschofield	51000245101	"Training project"	1000245	Conteir	SNOMEDCT-NO	NULL	MANAGED-SERVICE	https://prod-snowstorm.ihtsdotools.org/snowstorm/snomed-ct	DEFAULT	0	"2020-09-29 21:25:28.655000"	"2020-09-29 21:25:28.655000"
