refsets_id	negated	value
11767209	0	"<<57469000 | Miscarriage with acute renal failure (disorder) |"
11767209	0	"<<200118004 | Post-delivery acute renal failure with postnatal problem (disorder) |"
11767209	0	"<<129561000119108 | Pre-renal acute kidney injury (disorder) |"
11767209	1	"<<236432001 | Pulmonary renal syndrome (disorder) |"
11767209	0	"<<236574008 | Acute rejection of renal transplant (disorder) |"
11767209	1	"<<236573002 | Very mild acute rejection of renal transplant (disorder) |"
11767209	0	"<<723189000 | Acute renal insufficiency (disorder) |"
11767209	0	"<<716864001 | Hemorrhagic fever with renal syndrome (disorder) |"
11846751	0	"<<14669001 | Acute renal failure syndrome (disorder) |"
11846751	0	"<<609482001 | Induced termination of pregnancy complicated by renal tubular necrosis (disorder) |"
11846751	0	"<<236426006 | Postoperative acute tubular necrosis (disorder) |"
11846751	0	"<<236427002 | Post-traumatic acute tubular necrosis (disorder) |"
11846751	0	"<<57469000 | Miscarriage with acute renal failure (disorder) |"
11846751	0	"<<200118004 | Post-delivery acute renal failure with postnatal problem (disorder) |"
11846751	0	"<<129561000119108 | Pre-renal acute kidney injury (disorder) |"
11846751	0	"<<236574008 | Acute rejection of renal transplant (disorder) |"
11846751	0	"<<723189000 | Acute renal insufficiency (disorder) |"
11846751	0	"<<716864001 | Hemorrhagic fever with renal syndrome (disorder) |"
11846751	1	"<<236432001 | Pulmonary renal syndrome (disorder) |"
11846751	1	"<<236573002 | Very mild acute rejection of renal transplant (disorder) |"
11855107	0	"<272123002 | Frequencies (qualifier value) |"
11855110	0	"<<271737000 | Anemia (disorder) |"
11855110	1	"<420543008 | Anemia associated with acquired immunodeficiency syndrome (disorder) |"
11855123	0	"<<441677009|Imaging of lung|"
11855123	1	"<258174001|Imaging guidance procedure|"
11855123	0	"16559261000119101 | Fine needle aspiration biopsy of pseudocyst of pancreas using computed tomography guidance (procedure) |"
11855140	0	"< 298306002 | Finding of standing balance (finding) |"
12028201	0	"<232854009 | Pulmonary valve operation (procedure) |: 405813007 |Procedure site - Direct (attribute)| = 39057004 |Pulmonary valve structure (body structure)|, 260686004 |Method (attribute)| = 257903006 |Repair - action (qualifier value)|"
12028202	0	"< 410720000 | Pain by sensation quality (finding) |"
12028203	0	"< 410720000"
12028209	0	"< 19829001 |disorder of lung| MINUS < 301867009 |edema of trunk|"
12107874	0	"< 410720000 | Pain by sensation quality (finding) | : [0..0] 363698007 |Finding site (attribute)| =*"
12107874	1	"299375006 OR 301424008 OR 164426001 OR 225944008 OR 275895008 OR 37226004"
12107875	0	"<366110009 |Finding of form of nose (finding)| MINUS (162562004 |Concerned about shape of nose (finding)| OR << 366111008 |Finding of form of bridge of nose (finding)| OR 366113006 |Finding of form of nostril (finding)| OR 366112001 |Finding of form of tip of nose (finding)| OR 249338002 |Stenosis of nostrils (finding)|)" 12143636	0	"<<71388002 |Procedure (procedure)|:[1..*]*=<<106181007 |Immunologic substance (substance)|, [1..*]*=39937001 <<|Skin structure (body structure)|"
12143637	0	"<<71388002 |Procedure (procedure)|:[1..*]*=<<106181007 |Immunologic substance (substance)|, [1..*]*=<<398827000 |Vaccine (substance)|"
12143638	0	"<<71388002 |Procedure (procedure)|:[1..*]*=<<116003000 |Structure of immune system (body structure)|, [0..0]*=<<360029007 |Nonsurgical biopsy - action (qualifier value)|, [0..0]*=<<129284003 |Surgical action (qualifier value)|, [0..0]*=<<89457008 |Radioactive isotope (substance)|"
12161059	0	"<< 272379006 | Event (event) |"
12161061	0	"<<123038009 | Specimen (specimen) |"
12161062	0	"<<123038009 | Specimen (specimen) |"
12161064	0	"<< 195967001 |Asthma (disorder)|"
12161066	0	"<<12738006 | Brain structure (body structure) |"
12176123	0	"<63371000052103 | Address type (qualifier value) |"
12260614	0	"<<736542009 | Pharmaceutical dose form (dose form) |"
12278663	0	"<< 303315009 |Spider venom (substance)|"
12278664	0	"<< 8230009 |Poultry (substance)|"
12284916	0	"< 410720000 | Pain by sensation quality (finding) |"
12284938	0	<<45913009|laryngitis|
12284939	0	"<< 198130006 |Female pelvic inflammatory disease (disorder)| MINUS << 53277000 |Vulvovaginitis (disorder)|"
12284940	0	<<45913009|laryngitis|
12284941	0	"<< 243796009 | Situation with explicit context (situation)|: 246090004 | Associated finding (attribute)| = <<386692008 | Menorrhagia (finding)|"
12284942	0	"( << 198130006 |Female pelvic inflammatory disease (disorder)| MINUS << 53277000 |Vulvovaginitis (disorder)| )  OR 279055000|Obstetric pain|"
12284944	0	<<36598100
12305058	0	"<<237836003 | Short stature disorder (disorder) |"
12375103	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
12375105	0	"< 301187008 |Finding of appearance of nose (finding)|"
12375112	0	"<410720000: [0..0] 363698007 = *"
12375113	0	<301187008
16598679	0	"<<387293003 | Anthralin (substance)|"
16598679	0	"<<406473004 |  Contact allergen (substance)|"
16903953	0	<<440545006
21726205	0	"<<12738006 | Brain structure (body structure) |"
22823553	0	"<< 272379006"
23049419	0	<<113257007
23049428	0	"<  223366009 |Healthcare professional (occupation)|"
23049429	0	"<  43741000 |Site of care (environment)| OR <<  224884006 |Location within hospital premises (environment)| OR <<  441480003 |Primary care department (environment)| OR <<  440654001 |Inpatient environment (environment)| OR <<  440655000 |Outpatient environment (environment)| OR <<  272497004 |Residential environment (environment)|"
23049430	0	"<  129843006 |Health management finding (finding)|"
23049431	0	"<< 409526008 | Personal protective equipment (physical object) | OR << 6919005 | Protective clothing material, device (physical object) | OR << 706724001 | Face shield (physical object) | OR << 261382003 | Mask (physical object) | OR << 52291003 | Glove, device (physical object) | OR << 15922004 | Gown, device (physical object) | OR << 706154004 | Shoe cover (physical object) | OR << 465982004 | Surgical hood (physical object) |"
23049432	0	"<  277973009 |Respiratory equipment (physical object)|  OR <  336589003 |Oxygen equipment (physical object)|  OR <  334943003 |Respiratory appliances (physical object)|  OR <  304077006 |Respiratory system device (physical object)|  OR <  706167001 |Anesthesia and respiratory device (physical object)|"
23049436	0	"<  429019009 |Finding related to biological sex (finding)|  MINUS <<  302081005 |Finding of sex of baby (finding)|"
23049437	0	"<  365873007 |Gender finding (finding)|"
23049439	0	"<  372148003 |Ethnic group (ethnic group)|"
23049440	0	"<  415229000 |Racial group (racial group)|"
23049441	0	"<  14679004 |Occupation (occupation)|"
23049442	0	"<  223496003 |Geographical and/or political region of the world (geographic location)| OR <  365457007 |Foreign travel history finding (finding)| OR <  420008001 |Travel (event)|"
23049443	0	"<  272497004 |Residential environment (environment)|"
23049444	0	"<  444148008 |Person in family of subject (person)|"
23049448	0	"<  365481000 |Finding of household composition (finding)|"
23049449	0	"<  365483002 |Finding related to care and support circumstances and networks (finding)|"
23871125	0	<<49601007
23914214	0	"<<85562004 | Hand structure (body structure) |"
23914220	0	"<<386725007 OR <<75367002 OR <<364075005 OR <<431314004 OR <<86290005 OR << 442476006 OR << 442349007 OR <<8499008 OR <<103228002 OR << 271626009 OR << 6942003 OR <<405161002  OR <<440398005 OR <<248592006 OR <<263731006 OR <<248598005 OR <<248565000 OR << 248582003 OR <<364533002 OR <<247433003 OR <<248750004 OR <<226379006 OR << 709017009 OR <<413384008"
23914221	0	"<< 20262006 OR <<77427003 OR <<288848001 OR <<371632003 OR <<193894004 OR <<443371007 OR <<126664009 OR <<442646005 OR <<419045004 OR <<274710003 OR <<91175000 OR <<271823003 OR <<288849009 OR << 58840004 OR << 9763007 OR << 386661006 OR << 75252003 OR << 3424008 OR <<70944005 OR <<67750007"
23914222	0	"<< 138389411000119105 OR << 870590002 OR << 870589006 OR << 373895009 OR << 67782005 OR << 674814021000119106 OR << 64779008 OR << 119731000146105 OR << 62914000 OR << 1119304009 OR << 119741000146102 OR << 710027002 OR << 419099009 OR << 128053003 OR << 34095006 OR << 67406007 OR << 3006004 OR << 119981000146107 OR << 1240561000000108 OR << 119751000146104 OR << 25374005 OR << 56265001 OR << 80394007 OR << 389086002 OR << 70944005 OR << 1240541000000107 OR << 90708001 OR << 880529761000119102 OR << 866151004 OR << 59455009 OR << 57653000 OR << 1240531000000103 OR << 1240521000000100 OR << 183676005 OR << 882784691000119100 OR << 1119303003 OR << 870591003 OR << 302846007 OR << 308906005 OR << 91302008 OR << 870588003 OR << 76571007 OR << 415623008 OR << 238149007 OR << 866152006 OR << 429340002 OR << 75570004 OR << 1017214008"
23914224	0	"<<367336001 OR <<788751009 OR <<234336002 OR <<86553008 OR <<76334006 OR <<108290001 OR <<312235007 OR <<265764009 OR <<313039003"
23914226	0	"<<444077007 OR <<76978006 OR <<30662005 OR <<414464004 OR <<122435008 OR <<9718006 OR <<122433001 OR <<118147004 OR <<88667002 OR << 60170009 OR << 61911006 OR << 871555000 OR << 871559006 OR << 871556004 OR << 871557008 OR << 871558003 OR << 871560001 OR << 1240461000000109 OR << 1240471000000102"
23914227	0	"<<840535000 OR <<840536004 OR <<840533007 OR << 870361009 OR << 870362002 OR << 1240411000000107 OR <<1119343008 OR << 1155866009"
23914228	0	"<<1157196000  OR <<1144997007 OR <<1157197009 OR <<1157108008 OR <<1144998002 OR << 1162646009 OR << 1156257007 OR << 1157107003 OR <<840534001 OR <<1119350007 OR << 1162645008  OR <<409524006 OR <<422181004 OR <<449399005 OR <<386242000 OR <<225368008 OR <<409529001 OR <<409686004 OR <<449390009 OR <<122467006 OR <<77248004 OR <<370832005 OR <<361235007 OR <<170499009 OR <<170500000 OR <<40174006 OR <<225995005 OR <<275827007 OR <<38883000 OR <<29537000 OR <<736762004 OR <<409525007 OR <<410410006 OR <<409522005 OR <<409684001 OR <<409583003 OR <<243791004"
23914229	0	"<<698608004 OR <<385820004 OR << 736017006 OR << 223426009 OR << 868263005"
23914230	0	"<<183452005 OR <<305376003 OR <<305351004 OR <<305360007 OR <<32485007 OR <<417005 OR << 107724000 OR << 397821002 OR << 710112000 OR << 429202003"
23914231	0	"<<40617009 OR <<233573008 OR <<447996002 OR <<243141005 OR <<428311008 OR <<371908008 OR <<371907003 OR <<11140008 OR << 229301009 OR << 431182000 OR << 697984004 OR << 829831000000100 OR <<1156748002 OR <<1156747007"
23914232	0	"<< 718447001 OR <<79031000119101 OR <<931000119107 OR <<444932008 OR <<763326004 OR <<419991009 OR <<405496006 OR <<22803001 OR <<718085007 OR <<128258000 OR << 371825009 OR << 371820004"
23914244	0	"<< 21522001 OR << 84387000 OR << 131148009 OR << 29857009 OR << 43724002 OR << 9826008 OR << 49727002 OR << 62315008 OR << 3006004 OR << 267036007 OR << 271807003 OR << 84229001 OR << 103001002 OR << 386661006 OR << 25064002 OR << 66857006 OR << 248567008 OR << 57676002 OR << 79890006 OR << 44169009 OR << 36955009 OR << 30746006 OR << 367391008 OR << 68962001 OR << 68235000 OR << 64531003 OR << 422587007 OR << 162397003 OR << 38880002 OR << 91175000 OR << 46742003 OR << 282145008 OR << 422400008 OR << 56018004 OR << 3415004 OR << 82272006 OR <<• 23924001 OR << 44077006 OR << 26544005"
23914245	0	"<<260373001 OR <<260415000 OR <<419984006 OR <<125154007 OR << 895231008 OR << 1240581000000104 OR << 1240591000000102 OR << 897035006 OR << 897034005"
24357908	0	"<<410605003 OR <<410592001 OR <<415684004"
24357910	0	"<  313333008 |Sample obtained (situation)| OR <  168123008 |Sample sent for examination (situation)|"
24357912	0	"<<272123002 | Frequencies (qualifier value) |"
24357912	0	"<<419492006 | Additional dosage instructions (qualifier value) |"
24357912	0	"<<284009009 |Route of administration value (qualifier value)|"
24357912	0	"<<272106006 | Temporal periods of day (qualifier value) |"
24357912	0	"<<307157008 | Temporal periods relating to activities (qualifier value) |"
24357912	0	"<<420247005 | Dosing instruction imperative (qualifier value) |"
24357912	0	"<<408102007 | Unit dose (qualifier value) |"
24357912	0	"<<736542009 | Pharmaceutical dose form (dose form) |"
24357912	0	"<<732935002 | Unit of presentation (unit of presentation) |"
24357921	0	"< 410720000 |Pain by sensation quality (finding)|: [0..0] 363698007 |Finding site| = *"
24357940	0	"<<410594000 OR 410593006"
24452010	0	"<< 734427005 OR << 168137004 OR <<697989009 OR <<119297000 OR <<258607008 OR <<258606004 OR <<258500001 OR <<258411007 OR <<258412000 OR <<418564007 OR << 119342007 OR << 119364003 OR <<122610009 OR <<445447003 OR <<119334006 OR <<119339001 OR << 445297001 OR <<472901003 OR <<258529004 OR <<122877000 OR <<309164002 OR <<122575003 OR << 871810001 OR << 461911000124106"
24452024	0	"161527007 |History of asthma (situation)| OR 160377001 |Family history: Asthma (situation)|"
24452026	0	"<<198130006 |Female pelvic inflammatory disease (disorder)|"
24452033	0	"<  365581002 |Finding of marital or partnership status (finding)|"
24819640	0	"<  223369002 |Country (geographic location)|"
24931395	0	"< 64572001 |Disorder|: 363698007 |Finding site| = <<59820001 |Estrutura vascular|"
25407778	0	"< 195967001 |Asthma (disorder)|"
25407778	0	82272006
25407778	0	76067001
25407778	0	25064002
25877690	0	"< 301187008 |Finding of appearance of nose (finding)|"
26095613	0	"<< 16332841000119106 OR << 169069000 OR << 399208008 OR << 88628008"
27862705	0	"<< 195967001"
27862706	0	"< 301187008 |Finding of appearance of nose (finding)|"
27862706	1	"<< 301188003 |Finding of size of nose (finding)|"
28025857	0	"<<426465002 | Entire nucleus of brain (body structure)|"
28025868	0	"<< 183425000 |Social care (regime/therapy)|"
28025881	0	<<405944004
28241258	0	"<<272123002 | Frequencies (qualifier value) |"
28241258	0	"<<419492006 | Additional dosage instructions (qualifier value) |"
28241258	0	"<<284009009 |Route of administration value (qualifier value)|"
28241258	0	"<<272106006 | Temporal periods of day (qualifier value) |"
28241258	0	"<<307157008 | Temporal periods relating to activities (qualifier value) |"
28241258	0	"<<420247005 | Dosing instruction imperative (qualifier value) |"
28241258	0	"<<408102007 | Unit dose (qualifier value) |"
28241290	0	"<< 78648007 OR << 27624003 OR << 49601007 OR << 414029004 OR << 235856003 OR << 118940003 OR << 50043002 OR << 8517006 OR << 80141007 OR << 107921000119107 OR << 90708001 OR << 363346000 OR << 75934005 OR << 414825006 OR << 414915002 OR << 370388006 OR << 370391006 OR << 77386006 OR << 77176002"
28241291	0	"<< 78648007 OR << 27624003 OR << 49601007 OR << 414029004 OR << 235856003 OR << 118940003 OR << 50043002 OR << 8517006 OR << 80141007 OR << 107921000119107 OR << 90708001 OR << 363346000 OR << 75934005 OR << 414825006 OR << 414915002 OR << 370388006 OR << 370391006 OR << 77386006 OR << 77176002"
28458815	0	"<< 78648007 OR << 27624003 OR << 49601007 OR << 414029004 OR << 235856003 OR << 118940003 OR << 50043002 OR << 8517006 OR << 80141007 OR << 107921000119107 OR << 90708001 OR << 363346000 OR << 75934005 OR << 414825006 OR << 414915002 OR << 370388006 OR << 370391006 OR << 77386006 OR << 77176002"
28971336	0	"( < 64572001|Disease| : 363698007|Finding site| != < 423857001|Structure of half of body lateral to midsagittal plane|) MINUS ( (<< 417746004|Traumatic injury| OR < 46635009|Type 1 diabetes mellitus| OR < 44054006|Type 2 diabetes mellitus| OR < 22298006|Myocardial infarction| OR < 199223000|Diabetes mellitus during pregnancy, childbirth and the puerperium| OR < 60168000|Osteomyelitis| OR < 396275006|Osteoarthritis| OR < 90560007|Gout| OR < 8619003|Infertile| OR < 418130002|Proctocolitis| OR < 80967001|Dental caries|))"
29368736	0	<<386510005
29368736	0	<<406080008
29368736	0	<<408654003
29368736	0	<<12535006
29368736	0	<<263629008
29368736	0	<<280115004
29368736	0	<<127584007
29368736	0	<<70201003
29368736	0	<<370862004
29368736	0	<<423444004
